Ὀλυμπιόδωρος | Ὀλυμπιόδωρος | grc | transcription | docs/texts/xml/caes0001.xml|<p>Ὀλυμπιόδωρος
Augusta | Augusta | la-transl | translation | docs/texts/xml/caes0044.xml|<p>Augusta.
Imperatore | imperator | la | transcription | docs/texts/xml/caes0045.xml|<p><expan>Imperatore
TraianoHadriano | TraianoHadriano | la | transcription | docs/texts/xml/caes0045.xml|<p>TraianoHadriano
Augusto | augustus | la | transcription | docs/texts/xml/caes0045.xml|<p>Augusto
vexillatio | vexillatio | la | transcription | docs/texts/xml/caes0045.xml|<p><lb>vexillatio
legionis | legio | la | transcription | docs/texts/xml/caes0045.xml|<p><expan>legionis
X | X | la | transcription | docs/texts/xml/caes0045.xml|<p>X
Fretensis | Fretensis | la | transcription | docs/texts/xml/caes0045.xml|<p>Fretensis.
A | A | la-transl | translation | docs/texts/xml/caes0045.xml|<p>A
detachment | detachment | la-transl | translation | docs/texts/xml/caes0045.xml|<p>detachment
of | of | la-transl | translation | docs/texts/xml/caes0045.xml|<p>of
Legio | Legio | la-transl | translation | docs/texts/xml/caes0045.xml|<p>Legio
X | X | la-transl | translation | docs/texts/xml/caes0045.xml|<p>X
Fretensis | Fretensis | la-transl | translation | docs/texts/xml/caes0045.xml|<p>Fretensis
built | built | la-transl | translation | docs/texts/xml/caes0045.xml|<p>(built
this | this | la-transl | translation | docs/texts/xml/caes0045.xml|<p>this)
under | under | la-transl | translation | docs/texts/xml/caes0045.xml|<p>(under)
Imperator | Imperator | la-transl | translation | docs/texts/xml/caes0045.xml|<p><rs type="admTitle">Imperator
Trajan | Trajan | la-transl | translation | docs/texts/xml/caes0045.xml|<p><name><persName lang="la " ref="persons.xml#caes0045p01" nymRef="names.xml#caes0045n01">Trajan
Hadrian | Hadrian | la-transl | translation | docs/texts/xml/caes0045.xml|<p><name><persName lang="la " ref="persons.xml#caes0045p02" nymRef="names.xml#caes0045n02">Hadrian
Augustus | Augustus | la-transl | translation | docs/texts/xml/caes0045.xml|<p><name><persName lang="la " ref="persons.xml#caes0045p03" nymRef="names.xml#caes0045n03">Augustus
Vexillatio | Vexillatio | la | transcription | docs/texts/xml/caes0046.xml|<p><del>Vexillatio
legionis | legio | la | transcription | docs/texts/xml/caes0046.xml|<p><del><lb><del>legionis
XXII | XXII | la | transcription | docs/texts/xml/caes0046.xml|<p><del>XXII
D | D | la | transcription | docs/texts/xml/caes0046.xml|<p><lb><del>D
eio | eio | la | transcription | docs/texts/xml/caes0046.xml|<p><del>eio
t | t | la | transcription | docs/texts/xml/caes0046.xml|<p><del>t
arian | arian | la | transcription | docs/texts/xml/caes0046.xml|<p><del>arian
a | ab | la | transcription | docs/texts/xml/caes0046.xml|<p><del>a.
A | A | la-transl | translation | docs/texts/xml/caes0046.xml|<p>A
detachment | detachment | la-transl | translation | docs/texts/xml/caes0046.xml|<p>detachment
of | of | la-transl | translation | docs/texts/xml/caes0046.xml|<p>of
the | the | la-transl | translation | docs/texts/xml/caes0046.xml|<p>the
twentyfirst | twentyfirst | la-transl | translation | docs/texts/xml/caes0046.xml|<p>twenty-first
legion | legion | la-transl | translation | docs/texts/xml/caes0046.xml|<p>legion
Deiotariana | Deiotariana | la-transl | translation | docs/texts/xml/caes0046.xml|<p>Deiotariana.
Imperatore | imperator | la | transcription | docs/texts/xml/caes0047.xml|<p>Imperatore
Caesare | Caesare | la | transcription | docs/texts/xml/caes0047.xml|<p><lb>Caesare
Traiano | Traiano | la | transcription | docs/texts/xml/caes0047.xml|<p>Traiano
Hadriano | Hadriano | la | transcription | docs/texts/xml/caes0047.xml|<p>Hadriano
Augusto | augustus | la | transcription | docs/texts/xml/caes0047.xml|<p><lb>Augusto
vexillatio | vexillatio | la | transcription | docs/texts/xml/caes0047.xml|<p>vexillatio
legionis | legio | la | transcription | docs/texts/xml/caes0047.xml|<p><expan>legionis
II | eo | la | transcription | docs/texts/xml/caes0047.xml|<p>II
Traianae | Traianae | la | transcription | docs/texts/xml/caes0047.xml|<p>Traianae
fortis | fortis | la | transcription | docs/texts/xml/caes0047.xml|<p>fortis.
A | A | la-transl | translation | docs/texts/xml/caes0047.xml|<p>A
detachment | detachment | la-transl | translation | docs/texts/xml/caes0047.xml|<p>detachment
of | of | la-transl | translation | docs/texts/xml/caes0047.xml|<p>of
Legio | Legio | la-transl | translation | docs/texts/xml/caes0047.xml|<p>Legio
II | II | la-transl | translation | docs/texts/xml/caes0047.xml|<p>II
Taiana | Taiana | la-transl | translation | docs/texts/xml/caes0047.xml|<p>Taiana
Fortis | Fortis | la-transl | translation | docs/texts/xml/caes0047.xml|<p>Fortis
made | made | la-transl | translation | docs/texts/xml/caes0047.xml|<p>(made
this | this | la-transl | translation | docs/texts/xml/caes0047.xml|<p>this)
under | under | la-transl | translation | docs/texts/xml/caes0047.xml|<p>(under)
Imperator | Imperator | la-transl | translation | docs/texts/xml/caes0047.xml|<p><rs type="admTitle">Imperator
Caesar | Caesar | la-transl | translation | docs/texts/xml/caes0047.xml|<p><rs type="admTitle">Caesar
Trajan | Trajan | la-transl | translation | docs/texts/xml/caes0047.xml|<p><name><persName lang="la " ref="persons.xml#caes0047p01" nymRef="names.xml#caes0047n01">Trajan
Hadrian | Hadrian | la-transl | translation | docs/texts/xml/caes0047.xml|<p><name><persName lang="la " ref="persons.xml#caes0047p02" nymRef="names.xml#caes0047n02">Hadrian
Augustus | Augustus | la-transl | translation | docs/texts/xml/caes0047.xml|<p><name><persName lang="la " ref="persons.xml#caes0047p03" nymRef="names.xml#caes0047n03">Augustus
Vexillatio | Vexillatio | la | transcription | docs/texts/xml/caes0048.xml|<p>Vexillatio
legionis | legio | la | transcription | docs/texts/xml/caes0048.xml|<p><lb><expan>legionis
X | X | la | transcription | docs/texts/xml/caes0048.xml|<p>X
Fretensis | Fretensis | la | transcription | docs/texts/xml/caes0048.xml|<p>Fretensis.
A | A | la-transl | translation | docs/texts/xml/caes0048.xml|<p>A
detachment | detachment | la-transl | translation | docs/texts/xml/caes0048.xml|<p>detachment
of | of | la-transl | translation | docs/texts/xml/caes0048.xml|<p>of
the | the | la-transl | translation | docs/texts/xml/caes0048.xml|<p>the
tenth | tenth | la-transl | translation | docs/texts/xml/caes0048.xml|<p>tenth
legion | legion | la-transl | translation | docs/texts/xml/caes0048.xml|<p>legion
Fretensis | Fretensis | la-transl | translation | docs/texts/xml/caes0048.xml|<p>Fretensis
made | made | la-transl | translation | docs/texts/xml/caes0048.xml|<p>(made
this | this | la-transl | translation | docs/texts/xml/caes0048.xml|<p>this).
Imperatore | imperator | la | transcription | docs/texts/xml/caes0049.xml|<p>Imperatore
Caesare | Caesare | la | transcription | docs/texts/xml/caes0049.xml|<p>Caesare
Tr | Tr | la | transcription | docs/texts/xml/caes0049.xml|<p><lb><choice><abbr>Tr
Traiano | Traiano | la | transcription | docs/texts/xml/caes0049.xml|<p><choice><abbr>Traiano
Hadriano | Hadriano | la | transcription | docs/texts/xml/caes0049.xml|<p><choice>Hadriano
Aug | Aug | la | transcription | docs/texts/xml/caes0049.xml|<p><choice><abbr>Aug
Augusto | augustus | la | transcription | docs/texts/xml/caes0049.xml|<p><choice>Augusto
vexillatio | vexillatio | la | transcription | docs/texts/xml/caes0049.xml|<p><choice><lb>vexillatio
legionis | legio | la | transcription | docs/texts/xml/caes0049.xml|<p>legionis
VI | vis | la | transcription | docs/texts/xml/caes0049.xml|<p><lb>VI
Ferratae | ferratus | la | transcription | docs/texts/xml/caes0049.xml|<p>Ferratae.
A | A | la-transl | translation | docs/texts/xml/caes0049.xml|<p>A
detachment | detachment | la-transl | translation | docs/texts/xml/caes0049.xml|<p>detachment
of | of | la-transl | translation | docs/texts/xml/caes0049.xml|<p>of
Legio | Legio | la-transl | translation | docs/texts/xml/caes0049.xml|<p>Legio
VI | VI | la-transl | translation | docs/texts/xml/caes0049.xml|<p>VI
Ferrata | Ferrata | la-transl | translation | docs/texts/xml/caes0049.xml|<p>Ferrata
made | made | la-transl | translation | docs/texts/xml/caes0049.xml|<p>(made
this | this | la-transl | translation | docs/texts/xml/caes0049.xml|<p>this)
under | under | la-transl | translation | docs/texts/xml/caes0049.xml|<p>(under)
Imperator | Imperator | la-transl | translation | docs/texts/xml/caes0049.xml|<p><rs type="admTitle">Imperator
Caesar | Caesar | la-transl | translation | docs/texts/xml/caes0049.xml|<p><rs type="admTitle">Caesar
Trajan | Trajan | la-transl | translation | docs/texts/xml/caes0049.xml|<p><name><persName lang="la " ref="persons.xml#caes0049p01" nymRef="names.xml#caes0049n01">Trajan
Hadrian | Hadrian | la-transl | translation | docs/texts/xml/caes0049.xml|<p><name><persName lang="la " ref="persons.xml#caes0049p02" nymRef="names.xml#caes0049n02">Hadrian
Augustus | Augustus | la-transl | translation | docs/texts/xml/caes0049.xml|<p><name><persName lang="la " ref="persons.xml#caes0049p03" nymRef="names.xml#caes0049n03">Augustus
legionis | legio | la | transcription | docs/texts/xml/caes0050.xml|<p><supplied reason="undefined"><expan>legionis
X | X | la | transcription | docs/texts/xml/caes0050.xml|<p><supplied reason="undefined">X
Fretensis | Fretensis | la | transcription | docs/texts/xml/caes0050.xml|<p>Fretensis
Imperator | imperator | la | transcription | docs/texts/xml/caes0051.xml|<p><expan>Imperator
CaesarTraianusHadrianus | CaesarTraianusHadrianus | la | transcription | docs/texts/xml/caes0051.xml|<p>CaesarTraianusHadrianus
Augustus | augustus | la | transcription | docs/texts/xml/caes0051.xml|<p><expan>Augustus
fecitper | fecitper | la | transcription | docs/texts/xml/caes0051.xml|<p>fecitper
vexillationem | vexillationem | la | transcription | docs/texts/xml/caes0051.xml|<p>vexillationem
legionis | legio | la | transcription | docs/texts/xml/caes0051.xml|<p><lb><expan>legionis
X | X | la | transcription | docs/texts/xml/caes0051.xml|<p>X
Fretensis | Fretensis | la | transcription | docs/texts/xml/caes0051.xml|<p>Fretensis.
Imperator | Imperator | la-transl | translation | docs/texts/xml/caes0051.xml|<p><rs type="admTitle">Imperator
Caesar | Caesar | la-transl | translation | docs/texts/xml/caes0051.xml|<p><rs type="admTitle">Caesar
Trajan | Trajan | la-transl | translation | docs/texts/xml/caes0051.xml|<p><name><persName lang="la " ref="persons.xml#caes0051p01" nymRef="names.xml#caes0051n01">Trajan
Hadrian | Hadrian | la-transl | translation | docs/texts/xml/caes0051.xml|<p><name><persName lang="la " ref="persons.xml#caes0051p02" nymRef="names.xml#caes0051n02">Hadrian
Augustus | Augustus | la-transl | translation | docs/texts/xml/caes0051.xml|<p><name><persName lang="la " ref="persons.xml#caes0051p03" nymRef="names.xml#caes0051n03">Augustus
made | made | la-transl | translation | docs/texts/xml/caes0051.xml|<p><name>made
the | the | la-transl | translation | docs/texts/xml/caes0051.xml|<p>(the
aqueduct | aqueduct | la-transl | translation | docs/texts/xml/caes0051.xml|<p>aqueduct)
through | through | la-transl | translation | docs/texts/xml/caes0051.xml|<p>through
a | a | la-transl | translation | docs/texts/xml/caes0051.xml|<p>a
detachment | detachment | la-transl | translation | docs/texts/xml/caes0051.xml|<p>detachment
of | of | la-transl | translation | docs/texts/xml/caes0051.xml|<p>of
Legio | Legio | la-transl | translation | docs/texts/xml/caes0051.xml|<p>Legio
X | X | la-transl | translation | docs/texts/xml/caes0051.xml|<p>X
Fretensis | Fretensis | la-transl | translation | docs/texts/xml/caes0051.xml|<p>Fretensis.
Imperatore | imperator | la | transcription | docs/texts/xml/caes0052.xml|<p>Imperatore
Caesar | Caesar | la | transcription | docs/texts/xml/caes0052.xml|<p>Caesar
TraianusHadrianus | TraianusHadrianus | la | transcription | docs/texts/xml/caes0052.xml|<p><lb>TraianusHadrianus
Augustus | augustus | la | transcription | docs/texts/xml/caes0052.xml|<p><expan>Augustus
fecitper | fecitper | la | transcription | docs/texts/xml/caes0052.xml|<p>fecitper
vexillationem | vexillationem | la | transcription | docs/texts/xml/caes0052.xml|<p>vexillationem
legionis | legio | la | transcription | docs/texts/xml/caes0052.xml|<p><lb><expan>legionis
X | X | la | transcription | docs/texts/xml/caes0052.xml|<p>X
Fretensis | Fretensis | la | transcription | docs/texts/xml/caes0052.xml|<p>Fretensis.
Imperator | Imperator | la-transl | translation | docs/texts/xml/caes0052.xml|<p><rs type="admTitle">Imperator
Caesar | Caesar | la-transl | translation | docs/texts/xml/caes0052.xml|<p><rs type="admTitle">Caesar
Trajan | Trajan | la-transl | translation | docs/texts/xml/caes0052.xml|<p><name><persName lang="la " ref="persons.xml#caes0052p01" nymRef="names.xml#caes0052n01">Trajan
Hadrian | Hadrian | la-transl | translation | docs/texts/xml/caes0052.xml|<p><name><persName lang="la " ref="persons.xml#caes0052p02" nymRef="names.xml#caes0052n02">Hadrian
Augustus | Augustus | la-transl | translation | docs/texts/xml/caes0052.xml|<p><name><persName lang="la " ref="persons.xml#caes0052p03" nymRef="names.xml#caes0052n03">Augustus
made | made | la-transl | translation | docs/texts/xml/caes0052.xml|<p><name>made
the | the | la-transl | translation | docs/texts/xml/caes0052.xml|<p>(the
aqueduct | aqueduct | la-transl | translation | docs/texts/xml/caes0052.xml|<p>aqueduct)
through | through | la-transl | translation | docs/texts/xml/caes0052.xml|<p>through
a | a | la-transl | translation | docs/texts/xml/caes0052.xml|<p>a
detachment | detachment | la-transl | translation | docs/texts/xml/caes0052.xml|<p>detachment
of | of | la-transl | translation | docs/texts/xml/caes0052.xml|<p>of
Legio | Legio | la-transl | translation | docs/texts/xml/caes0052.xml|<p>Legio
X | X | la-transl | translation | docs/texts/xml/caes0052.xml|<p>X
Fretensis | Fretensis | la-transl | translation | docs/texts/xml/caes0052.xml|<p>Fretensis.
Imperatore | imperator | la | transcription | docs/texts/xml/caes0053.xml|<p>Imperatore
Traiano | Traiano | la | transcription | docs/texts/xml/caes0053.xml|<p>Traiano
Hadriano | Hadriano | la | transcription | docs/texts/xml/caes0053.xml|<p><lb>Hadriano
Augusto | augustus | la | transcription | docs/texts/xml/caes0053.xml|<p><supplied reason="undefined">Augusto
vexillatio | vexillatio | la | transcription | docs/texts/xml/caes0053.xml|<p><supplied reason="undefined"><lb>vexillatio
legionis | legio | la | transcription | docs/texts/xml/caes0053.xml|<p>legionis
X | X | la | transcription | docs/texts/xml/caes0053.xml|<p><lb>X
Fretensis | Fretensis | la | transcription | docs/texts/xml/caes0053.xml|<p>Fretensis
A | A | la-transl | translation | docs/texts/xml/caes0053.xml|<p>A
detachment | detachment | la-transl | translation | docs/texts/xml/caes0053.xml|<p>detachment
of | of | la-transl | translation | docs/texts/xml/caes0053.xml|<p>of
Legio | Legio | la-transl | translation | docs/texts/xml/caes0053.xml|<p>Legio
X | X | la-transl | translation | docs/texts/xml/caes0053.xml|<p>X
Fretensis | Fretensis | la-transl | translation | docs/texts/xml/caes0053.xml|<p>Fretensis
made | made | la-transl | translation | docs/texts/xml/caes0053.xml|<p>(made
this | this | la-transl | translation | docs/texts/xml/caes0053.xml|<p>this)
under | under | la-transl | translation | docs/texts/xml/caes0053.xml|<p>(under)
Imperator | Imperator | la-transl | translation | docs/texts/xml/caes0053.xml|<p><rs type="admTitle">Imperator
Trajan | Trajan | la-transl | translation | docs/texts/xml/caes0053.xml|<p><name><persName lang="la " ref="persons.xml#caes0053p01" nymRef="names.xml#caes0053n01">Trajan
Hadrian | Hadrian | la-transl | translation | docs/texts/xml/caes0053.xml|<p><name><persName lang="la " ref="persons.xml#caes0053p02" nymRef="names.xml#caes0053n02">Hadrian
Augustus | Augustus | la-transl | translation | docs/texts/xml/caes0053.xml|<p><name><persName lang="la " ref="persons.xml#caes0053p03" nymRef="names.xml#caes0053n03">Augustus
Imperator | imperator | la | transcription | docs/texts/xml/caes0054.xml|<p>Imperator
Caesar | Caesar | la | transcription | docs/texts/xml/caes0054.xml|<p>Caesar
Traianus | Traianus | la | transcription | docs/texts/xml/caes0054.xml|<p><lb>Traianus
Hadr | Hadr | la | transcription | docs/texts/xml/caes0054.xml|<p><choice><abbr>Hadr
Hadrianus | Hadrianus | la | transcription | docs/texts/xml/caes0054.xml|<p><choice><abbr>Hadrianus
Aug | Aug | la | transcription | docs/texts/xml/caes0054.xml|<p><choice><choice><abbr>Aug
