Ὀλυμπιόδωρος | Ὀλυμπιόδωρος | grc | transcription | docs/texts/xml/caes0001.xml|<p>Ὀλυμπιόδωρος
luck | luck | grc-transl | translation | docs/texts/xml/caes0041.xml|<p>luck
of | of | grc-transl | translation | docs/texts/xml/caes0041.xml|<p>of
the | the | grc-transl | translation | docs/texts/xml/caes0041.xml|<p>the
porters | porters | grc-transl | translation | docs/texts/xml/caes0041.xml|<p>porters
prevail | prevail | grc-transl | translation | docs/texts/xml/caes0041.xml|<p>prevail:
also | also | grc-transl | translation | docs/texts/xml/caes0041.xml|<p>also
for | for | grc-transl | translation | docs/texts/xml/caes0041.xml|<p>for
you | you | grc-transl | translation | docs/texts/xml/caes0041.xml|<p>you
Anakios | Anakios | grc-transl | translation | docs/texts/xml/caes0041.xml|<p><persName lang="grc " ref="persons.xml#caes0041p01">Anakios
! | ! | grc-transl | translation | docs/texts/xml/caes0041.xml|<p>!
ΚΑΚΑΤΑΕΤΗ | ΚΑΚΑΤΑΕΤΗ | grc | diplomatic | docs/texts/xml/caes0042.xml|<p><unclear>ΚΑΚΑΤΑΕΤΗ</unclear>
Ρ | Ρ | grc | diplomatic | docs/texts/xml/caes0042.xml|<p><unclear>Ρ</unclear>
ΓΕΜΗΝΙΣΤΟ | ΓΕΜΗΝΙΣΤΟ | grc | diplomatic | docs/texts/xml/caes0042.xml|<p>ΓΕΜΗΝΙΣΤΟ</gap></p></div>
Evil | Evil | grc-transl | translation | docs/texts/xml/caes0042.xml|<p>Evil
be | be | grc-transl | translation | docs/texts/xml/caes0042.xml|<p>be
the | the | grc-transl | translation | docs/texts/xml/caes0042.xml|<p>the
years | years | grc-transl | translation | docs/texts/xml/caes0042.xml|<p>years
of | of | grc-transl | translation | docs/texts/xml/caes0042.xml|<p>of
R | R | grc-transl | translation | docs/texts/xml/caes0042.xml|<p>R--...
s | s | la | transcription | docs/texts/xml/caes0043.xml|s
Po | Po | la | transcription | docs/texts/xml/caes0043.xml|<p><supplied reason="undefined">Po</supplied>
ntius | ntius | la | transcription | docs/texts/xml/caes0043.xml|<p><unclear>n</unclear>tius
Pilatus | pilo | la | transcription | docs/texts/xml/caes0043.xml|<p>Pilatus
praefectus | praeficio | la | transcription | docs/texts/xml/caes0043.xml|<p><supplied reason="undefined">praef</supplied>ectus
Iudaeae | Iudaeae | la | transcription | docs/texts/xml/caes0043.xml|<p><supplied reason="undefined">Iudaea</supplied>e
Pontius | Pontius | la-transl | translation | docs/texts/xml/caes0043.xml|<p><name><persName lang="la " ref="persons.xml#caes0043p01" nymRef="names.xml#caes0043n01">Pontius
Pilatus | Pilatus | la-transl | translation | docs/texts/xml/caes0043.xml|<p><name><persName lang="la " ref="persons.xml#caes0043p02" nymRef="names.xml#caes0043n02">Pilatus
prefect | prefect | la-transl | translation | docs/texts/xml/caes0043.xml|<p><name><rs type="admTitle">prefect
of | of | la-transl | translation | docs/texts/xml/caes0043.xml|<p>of
Judaeathe | Judaeathe | la-transl | translation | docs/texts/xml/caes0043.xml|<p>Judaea...the
Tiberieum | Tiberieum | la-transl | translation | docs/texts/xml/caes0043.xml|<p>Tiberieum....
Coloniae | colonia | la | transcription | docs/texts/xml/caes0044.xml|<p><supplied reason="undefined">Coloniae?</supplied>
Primae | primus | la | transcription | docs/texts/xml/caes0044.xml|<p>Primae
Flaviae | Flaviae | la | transcription | docs/texts/xml/caes0044.xml|<p><expan><ex>Fl</abbr>aviae</ex></expan>
Augustae | augustus | la | transcription | docs/texts/xml/caes0044.xml|<p><expan><ex>Aug</abbr>ustae</ex></expan>
Caesareae | Caesareae | la | transcription | docs/texts/xml/caes0044.xml|<p><supplied reason="undefined">Caesareae
ex | ex | la | transcription | docs/texts/xml/caes0044.xml|<p><supplied reason="undefined">ex
testamento | testamentum | la | transcription | docs/texts/xml/caes0044.xml|<p><supplied reason="undefined">testamento</supplied>
Cleopatra | Cleopatra | la | transcription | docs/texts/xml/caes0044.xml|<p><supplied reason="undefined">Cleo?</supplied>patra
mater | mater | la | transcription | docs/texts/xml/caes0044.xml|<p>mater
eius | is | la | transcription | docs/texts/xml/caes0044.xml|<p>eius
herq | herq | la | transcription | docs/texts/xml/caes0044.xml|<p><unclear>herq
es | edo | la | transcription | docs/texts/xml/caes0044.xml|<p><unclear>(es?)
facere | facio | la | transcription | docs/texts/xml/caes0044.xml|<p><unclear>facere
iussit | jubeo | la | transcription | docs/texts/xml/caes0044.xml|<p><unclear>iussit?</unclear>
Cleopatra | Cleopatra | la-transl | translation | docs/texts/xml/caes0044.xml|<p><name><persName lang="egy " ref="persons.xml#caes0044p01">Cleopatra
mother | mother | la-transl | translation | docs/texts/xml/caes0044.xml|<p><name><rs type="family">mother
and | and | la-transl | translation | docs/texts/xml/caes0044.xml|<p>and
heir | heir | la-transl | translation | docs/texts/xml/caes0044.xml|<p>heir
of | of | la-transl | translation | docs/texts/xml/caes0044.xml|<p>of
by | by | la-transl | translation | docs/texts/xml/caes0044.xml|<p>(by
testament | testament | la-transl | translation | docs/texts/xml/caes0044.xml|<p>testament
made | made | la-transl | translation | docs/texts/xml/caes0044.xml|<p>made
this | this | la-transl | translation | docs/texts/xml/caes0044.xml|<p>this)
for | for | la-transl | translation | docs/texts/xml/caes0044.xml|<p>?for
Caesarea | Caesarea | la-transl | translation | docs/texts/xml/caes0044.xml|<p><placeName>Caesarea
the | the | la-transl | translation | docs/texts/xml/caes0044.xml|<p>the
Colony | Colony | la-transl | translation | docs/texts/xml/caes0044.xml|<p>Colony
Prima | Prima | la-transl | translation | docs/texts/xml/caes0044.xml|<p><placeName>Prima
Flavia | Flavia | la-transl | translation | docs/texts/xml/caes0044.xml|<p><placeName>Flavia
Augusta | Augusta | la-transl | translation | docs/texts/xml/caes0044.xml|<p>Augusta.
Imperatore | imperator | la | transcription | docs/texts/xml/caes0045.xml|<p><expan><ex>Imp</abbr>eratore</ex></expan>
Traiano | Traiano | la | transcription | docs/texts/xml/caes0045.xml|<p>Traiano
Hadriano | Hadriano | la | transcription | docs/texts/xml/caes0045.xml|<p>Hadriano
Augusto | augustus | la | transcription | docs/texts/xml/caes0045.xml|<p><expan><ex>Au</hi>g</abbr>usto</ex></expan>
vexillatio | vexillatio | la | transcription | docs/texts/xml/caes0045.xml|<p>vexillatio
legionis | legio | la | transcription | docs/texts/xml/caes0045.xml|<p><expan><ex>leg</abbr>ionis</ex></expan>
X | X | la | transcription | docs/texts/xml/caes0045.xml|<p>X
Fretensis | Fretensis | la | transcription | docs/texts/xml/caes0045.xml|<p><expan><ex>Fret</hi></abbr>ensis</ex></expan>.
A | A | la-transl | translation | docs/texts/xml/caes0045.xml|<p>A
detachment | detachment | la-transl | translation | docs/texts/xml/caes0045.xml|<p>detachment
of | of | la-transl | translation | docs/texts/xml/caes0045.xml|<p>of
Legio | Legio | la-transl | translation | docs/texts/xml/caes0045.xml|<p>Legio
X | X | la-transl | translation | docs/texts/xml/caes0045.xml|<p>X
Fretensis | Fretensis | la-transl | translation | docs/texts/xml/caes0045.xml|<p>Fretensis
built | built | la-transl | translation | docs/texts/xml/caes0045.xml|<p>(built
this | this | la-transl | translation | docs/texts/xml/caes0045.xml|<p>this)
under | under | la-transl | translation | docs/texts/xml/caes0045.xml|<p>(under)
Imperator | Imperator | la-transl | translation | docs/texts/xml/caes0045.xml|<p><rs type="admTitle">Imperator
Trajan | Trajan | la-transl | translation | docs/texts/xml/caes0045.xml|<p><name><persName lang="la " ref="persons.xml#caes0045p01" nymRef="names.xml#caes0045n01">Trajan
Hadrian | Hadrian | la-transl | translation | docs/texts/xml/caes0045.xml|<p><name><persName lang="la " ref="persons.xml#caes0045p02" nymRef="names.xml#caes0045n02">Hadrian
Augustus | Augustus | la-transl | translation | docs/texts/xml/caes0045.xml|<p><name><persName lang="la " ref="persons.xml#caes0045p03" nymRef="names.xml#caes0045n03">Augustus
Vexillatio | Vexillatio | la | transcription | docs/texts/xml/caes0046.xml|<p><del><supplied reason="undefined">Vexillatio</supplied>
legionis | legio | la | transcription | docs/texts/xml/caes0046.xml|<p><del><supplied reason="undefined">l</unclear>egionis
XXII | XXII | la | transcription | docs/texts/xml/caes0046.xml|<p><del><supplied reason="undefined">XXI</supplied>I</del>
D | D | la | transcription | docs/texts/xml/caes0046.xml|<p><del><unclear>D</unclear>
eio | eio | la | transcription | docs/texts/xml/caes0046.xml|<p><del><supplied reason="undefined">eio</supplied>
t | t | la | transcription | docs/texts/xml/caes0046.xml|<p><del><unclear>t</unclear>
arian | arian | la | transcription | docs/texts/xml/caes0046.xml|<p><del><supplied reason="undefined">arian</supplied>
a | ab | la | transcription | docs/texts/xml/caes0046.xml|<p><del>a.
A | A | la-transl | translation | docs/texts/xml/caes0046.xml|<p>A
detachment | detachment | la-transl | translation | docs/texts/xml/caes0046.xml|<p>detachment
of | of | la-transl | translation | docs/texts/xml/caes0046.xml|<p>of
the | the | la-transl | translation | docs/texts/xml/caes0046.xml|<p>the
twentyfirst | twentyfirst | la-transl | translation | docs/texts/xml/caes0046.xml|<p>twenty-first
legion | legion | la-transl | translation | docs/texts/xml/caes0046.xml|<p>legion
Deiotariana | Deiotariana | la-transl | translation | docs/texts/xml/caes0046.xml|<p>Deiotariana.
Imperatore | imperator | la | transcription | docs/texts/xml/caes0047.xml|<p><expan><ex>Imp</abbr>eratore</ex></expan>
Caesare | Caesare | la | transcription | docs/texts/xml/caes0047.xml|<p><expan><ex>Caes</abbr>are</ex></expan>
Traiano | Traiano | la | transcription | docs/texts/xml/caes0047.xml|<p><expan><ex>Tr</hi>a</abbr>iano</ex></expan>
Hadriano | Hadriano | la | transcription | docs/texts/xml/caes0047.xml|<p><expan><ex>Had</abbr>riano</ex></expan>
Augusto | augustus | la | transcription | docs/texts/xml/caes0047.xml|<p><expan><ex>Aug</abbr>usto</ex></expan>
vexillatio | vexillatio | la | transcription | docs/texts/xml/caes0047.xml|<p><expan><ex>vex</abbr>illatio</ex></expan>
legionis | legio | la | transcription | docs/texts/xml/caes0047.xml|<p><expan><ex>leg</abbr>ionis</ex></expan>
II | eo | la | transcription | docs/texts/xml/caes0047.xml|<p>II
Traianae | Traianae | la | transcription | docs/texts/xml/caes0047.xml|<p><expan><ex>Tra</abbr>ianae</ex></expan>
fortis | fortis | la | transcription | docs/texts/xml/caes0047.xml|<p><expan><ex>for</abbr>tis</ex></expan>.
A | A | la-transl | translation | docs/texts/xml/caes0047.xml|<p>A
detachment | detachment | la-transl | translation | docs/texts/xml/caes0047.xml|<p>detachment
of | of | la-transl | translation | docs/texts/xml/caes0047.xml|<p>of
Legio | Legio | la-transl | translation | docs/texts/xml/caes0047.xml|<p>Legio
II | II | la-transl | translation | docs/texts/xml/caes0047.xml|<p>II
Taiana | Taiana | la-transl | translation | docs/texts/xml/caes0047.xml|<p>Taiana
Fortis | Fortis | la-transl | translation | docs/texts/xml/caes0047.xml|<p>Fortis
made | made | la-transl | translation | docs/texts/xml/caes0047.xml|<p>(made
this | this | la-transl | translation | docs/texts/xml/caes0047.xml|<p>this)
under | under | la-transl | translation | docs/texts/xml/caes0047.xml|<p>(under)
Imperator | Imperator | la-transl | translation | docs/texts/xml/caes0047.xml|<p><rs type="admTitle">Imperator
Caesar | Caesar | la-transl | translation | docs/texts/xml/caes0047.xml|<p><rs type="admTitle">Caesar
Trajan | Trajan | la-transl | translation | docs/texts/xml/caes0047.xml|<p><name><persName lang="la " ref="persons.xml#caes0047p01" nymRef="names.xml#caes0047n01">Trajan
Hadrian | Hadrian | la-transl | translation | docs/texts/xml/caes0047.xml|<p><name><persName lang="la " ref="persons.xml#caes0047p02" nymRef="names.xml#caes0047n02">Hadrian
Augustus | Augustus | la-transl | translation | docs/texts/xml/caes0047.xml|<p><name><persName lang="la " ref="persons.xml#caes0047p03" nymRef="names.xml#caes0047n03">Augustus
Vexillatio | Vexillatio | la | transcription | docs/texts/xml/caes0048.xml|<p><hi rend="ligature">Vexillatio</hi>
legionis | legio | la | transcription | docs/texts/xml/caes0048.xml|<p><expan><ex>leg</abbr>ionis</ex></expan>
X | X | la | transcription | docs/texts/xml/caes0048.xml|<p>X
Fretensis | Fretensis | la | transcription | docs/texts/xml/caes0048.xml|<p><expan><ex>Fret</abbr>ensis</ex></expan>.
A | A | la-transl | translation | docs/texts/xml/caes0048.xml|<p>A
detachment | detachment | la-transl | translation | docs/texts/xml/caes0048.xml|<p>detachment
of | of | la-transl | translation | docs/texts/xml/caes0048.xml|<p>of
the | the | la-transl | translation | docs/texts/xml/caes0048.xml|<p>the
tenth | tenth | la-transl | translation | docs/texts/xml/caes0048.xml|<p>tenth
legion | legion | la-transl | translation | docs/texts/xml/caes0048.xml|<p>legion
Fretensis | Fretensis | la-transl | translation | docs/texts/xml/caes0048.xml|<p>Fretensis
made | made | la-transl | translation | docs/texts/xml/caes0048.xml|<p>(made
this | this | la-transl | translation | docs/texts/xml/caes0048.xml|<p>this).
Imperatore | imperator | la | transcription | docs/texts/xml/caes0049.xml|<p><expan><ex>Imp</abbr>eratore</ex></expan>
Caesare | Caesare | la | transcription | docs/texts/xml/caes0049.xml|<p><expan><ex>Cae</abbr>sare</ex></expan>
Tr | Tr | la | transcription | docs/texts/xml/caes0049.xml|<p><choice><abbr><hi rend="ligature">Tr</hi>
Traiano | Traiano | la | transcription | docs/texts/xml/caes0049.xml|<p><choice><expan>Traiano</expan>
Hadriano | Hadriano | la | transcription | docs/texts/xml/caes0049.xml|<p><expan><ex>Had</abbr>riano</ex></expan>
Augusto | augustus | la | transcription | docs/texts/xml/caes0049.xml|<p><choice><expan>A</supplied>ug</abbr>Augusto</expan>
vexillatio | vexillatio | la | transcription | docs/texts/xml/caes0049.xml|<p><expan><ex>vexil</abbr>latio</ex></expan>
legionis | legio | la | transcription | docs/texts/xml/caes0049.xml|<p><expan><ex>leg</abbr>ionis</ex></expan>
VI | vis | la | transcription | docs/texts/xml/caes0049.xml|<p>VI
Ferratae | ferratus | la | transcription | docs/texts/xml/caes0049.xml|<p><expan><ex>Ferr</abbr>atae</ex></expan>.
A | A | la-transl | translation | docs/texts/xml/caes0049.xml|<p>A
detachment | detachment | la-transl | translation | docs/texts/xml/caes0049.xml|<p>detachment
of | of | la-transl | translation | docs/texts/xml/caes0049.xml|<p>of
Legio | Legio | la-transl | translation | docs/texts/xml/caes0049.xml|<p>Legio
VI | VI | la-transl | translation | docs/texts/xml/caes0049.xml|<p>VI
Ferrata | Ferrata | la-transl | translation | docs/texts/xml/caes0049.xml|<p>Ferrata
made | made | la-transl | translation | docs/texts/xml/caes0049.xml|<p>(made
this | this | la-transl | translation | docs/texts/xml/caes0049.xml|<p>this)
under | under | la-transl | translation | docs/texts/xml/caes0049.xml|<p>(under)
Imperator | Imperator | la-transl | translation | docs/texts/xml/caes0049.xml|<p><rs type="admTitle">Imperator
Caesar | Caesar | la-transl | translation | docs/texts/xml/caes0049.xml|<p><rs type="admTitle">Caesar
Trajan | Trajan | la-transl | translation | docs/texts/xml/caes0049.xml|<p><name><persName lang="la " ref="persons.xml#caes0049p01" nymRef="names.xml#caes0049n01">Trajan
Hadrian | Hadrian | la-transl | translation | docs/texts/xml/caes0049.xml|<p><name><persName lang="la " ref="persons.xml#caes0049p02" nymRef="names.xml#caes0049n02">Hadrian
Augustus | Augustus | la-transl | translation | docs/texts/xml/caes0049.xml|<p><name><persName lang="la " ref="persons.xml#caes0049p03" nymRef="names.xml#caes0049n03">Augustus
legionis | legio | la | transcription | docs/texts/xml/caes0050.xml|<p><supplied reason="undefined"><expan><ex>leg</abbr>ionis</ex></expan>
X | X | la | transcription | docs/texts/xml/caes0050.xml|<p><supplied reason="undefined">X
Fretensis | Fretensis | la | transcription | docs/texts/xml/caes0050.xml|<p><expan><ex>Fr</supplied>et</hi></abbr>ensis</ex></expan>
Imperator | imperator | la | transcription | docs/texts/xml/caes0051.xml|<p><expan><ex>Imp</abbr>erator</ex></expan>
Caesar | Caesar | la | transcription | docs/texts/xml/caes0051.xml|<p>Caesar
Traianus | Traianus | la | transcription | docs/texts/xml/caes0051.xml|<p>Traianus
Hadrianus | Hadrianus | la | transcription | docs/texts/xml/caes0051.xml|<p>Hadrianus
Augustus | augustus | la | transcription | docs/texts/xml/caes0051.xml|<p><expan><ex>Aug</abbr>ustus</ex></expan>
fecit | facio | la | transcription | docs/texts/xml/caes0051.xml|<p>fecit
per | per | la | transcription | docs/texts/xml/caes0051.xml|<p>per
vexillationem | vexillationem | la | transcription | docs/texts/xml/caes0051.xml|<p><expan><ex>vexillatione</abbr>m</ex></expan>
legionis | legio | la | transcription | docs/texts/xml/caes0051.xml|<p><expan><ex>leg</abbr>ionis</ex></expan>
